#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2017-09-06T20:41:36 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ59b05d086866	
#INFO	-out.max=1000	
#INFO	queryParameters=35	
#-oc.form=dec
#-out.max=1000
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-nav=cat:J/A+A/559/A43&tab:{J/A+A/559/A43/table6}&key:source=J/A+A/559/A43/table6&HTTPPRM:&&-ref=VIZ59b05d086866&-out.max=1000&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-out.src=J/A+A/559/A43/table6&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out=Seq&-out=RAJ2000&-out=DEJ2000&-out=pmRA&-out=pmDE&-out=plx&-out=rc&-out=RV&-out=Vpar&-out=Vperp&Vperp=< 2 & >-2&-out=M&-out=Jmag&-out=e_Jmag&-out=Hmag&-out=e_Hmag&-out=Kmag&-out=e_Kmag&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-sort=_r
#-order=I
#-out.src=J/A+A/559/A43/table6
#-sort=_r
#-source=J/A+A/559/A43/table6
#-order=I
#-out=Seq
#-out=RAJ2000
#-out=DEJ2000
#-out=pmRA
#-out=pmDE
#-out=plx
#-out=rc
#-out=RV
#-out=Vpar
#-out=Vperp
#Vperp=< 2 & >-2
#-out=M
#-out=Jmag
#-out=e_Jmag
#-out=Hmag
#-out=e_Hmag
#-out=Kmag
#-out=e_Kmag
#

#RESOURCE=yCat_35590043
#Name: J/A+A/559/A43
#Title: Pan-STARRS1 (PS1) observations of the Hyades (Goldman+, 2013)
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_A_A_559_A43_table6:
#Name: J/A+A/559/A43/table6
#Title: Photometric and kinematic parameters for 773 Hyades member candidates
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account  (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Seq	(I8)	Identifier (Seq<=724 ix from Roeser et al. 2011, J/A+A/531/A92)	[ucd=meta.id]
#Column	RAJ2000	(F11.7)	PPMXL Right Ascension (J2000.0, epoch 2000.0)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F11.7)	PPMXL Declination (J2000.0, epoch 2000.0)	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F6.2)	PPMXL Proper Motion in RA*cos(DEdeg)	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F7.2)	PPMXL Proper Motion in Dec	[ucd=pos.pm;pos.eq.dec]
#Column	plx	(F5.2)	Secular parallax	[ucd=pos.parallax]
#Column	rc	(F5.2)	[0/30] Distance from the cluster centre	[ucd=phys.size.radius]
#Column	RV	(F5.2)	[16/46] Predicted radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	Vpar	(F5.2)	[5/43] Tangential velocity in direction of the convergent point	[ucd=phys.veloc.transverse]
#Column	Vperp	(F5.2)	[-5/4] Tangential velocity in direction perpendicular to the convergent point	[ucd=phys.veloc.transverse]
#Column	M	(F5.2)	[0.09/2.6] Mass of the star	[ucd=phys.mass]
#Column	Jmag	(F6.3)	2MASS J band magnitude (as in PPMXL)	[ucd=phot.mag;em.IR.J]
#Column	e_Jmag	(F6.3)	Error of Jmag	[ucd=stat.error;phot.mag;em.IR.J]
#Column	Hmag	(F6.3)	2MASS H band magnitude (as in PPMXL)	[ucd=phot.mag;em.IR.H]
#Column	e_Hmag	(F6.3)	Error of Hmag	[ucd=stat.error;phot.mag;em.IR.H]
#Column	Kmag	(F6.3)	2MASS Ks band magnitude (as in PPMXL)	[ucd=phot.mag;em.IR.K]
#Column	e_Kmag	(F6.3)	Error of Kmag	[ucd=stat.error;phot.mag;em.IR.K]
_RAJ2000	_DEJ2000	Seq	RAJ2000	DEJ2000	pmRA	pmDE	plx	rc	RV	Vpar	Vperp	M	Jmag	e_Jmag	Hmag	e_Hmag	Kmag	e_Kmag
072.145827	+18.729069	     557	072.1458269	+18.7290686	 79.42	 -32.25	19.21	 7.26	40.16	21.15	 0.17	 0.28	11.581	 0.020	10.996	 0.022	10.708	 0.019
072.215347	+15.947543	     559	072.2153472	+15.9475431	 70.76	 -19.34	17.00	13.28	40.53	20.44	 0.81	 0.91	 8.233	 0.029	 7.830	 0.017	 7.737	 0.021
072.248293	+15.604844	     560	072.2482928	+15.6048439	 83.46	 -27.20	20.45	 4.92	40.57	20.34	-0.40	 0.34	11.001	 0.026	10.418	 0.025	10.131	 0.018
072.264674	+18.641241	     561	072.2646736	+18.6412414	 83.01	 -39.65	20.68	 4.80	40.21	21.06	-1.11	 0.99	 7.486	 0.024	 7.141	 0.024	 7.059	 0.026
072.293994	+13.811453	     562	072.2939942	+13.8114528	 87.05	 -26.04	21.52	 4.68	40.75	19.98	-1.11	 0.29	11.245	 0.024	10.639	 0.027	10.348	 0.018
072.296191	+17.715440	     563	072.2961914	+17.7154403	 63.27	 -19.42	15.05	20.70	40.34	20.80	 1.40	 0.56	10.472	 0.024	 9.836	 0.027	 9.605	 0.017
072.304108	+24.802841	     564	072.3041075	+24.8028414	 84.47	 -52.42	20.48	 8.22	39.12	23.01	 0.25	 1.03	 7.582	 0.027	 7.120	 0.038	 6.956	 0.038
072.367957	+19.277372	     565	072.3679569	+19.2773719	 77.55	 -42.40	19.72	 6.46	40.15	21.17	-1.82	 0.22	11.929	 0.022	11.339	 0.023	11.048	 0.019
072.383853	+15.888746	     566	072.3838525	+15.8887456	 86.17	 -24.50	20.89	 4.48	40.59	20.32	 0.61	 1.19	 6.642	 0.021	 6.433	 0.021	 6.355	 0.016
072.399430	+21.760829	     567	072.3994303	+21.7608292	 62.10	 -34.10	15.33	20.09	39.75	21.91	-0.32	 0.61	10.097	 0.021	 9.444	 0.022	 9.220	 0.017
072.402452	+17.033096	     568	072.4024519	+17.0330958	 83.27	 -35.95	20.87	 4.47	40.46	20.56	-1.29	 0.24	11.652	 0.020	11.009	 0.022	10.754	 0.018
072.467071	+06.109349	     569	072.4670711	+06.1093494	 93.41	   9.65	22.99	 9.68	41.07	19.33	 1.15	 0.39	10.461	 0.021	 9.886	 0.026	 9.627	 0.022
072.491552	+27.210213	     570	072.4915525	+27.2102133	 96.62	 -78.40	24.71	10.54	38.63	23.84	-1.28	 0.27	11.067	 0.020	10.496	 0.022	10.205	 0.021
072.502976	+16.412063	     571	072.5029764	+16.4120631	 87.69	 -26.16	21.30	 4.26	40.57	20.35	 0.74	 0.76	 8.485	 0.020	 7.968	 0.018	 7.839	 0.016
072.569473	+20.625824	     572	072.5694731	+20.6258239	 84.89	 -43.73	21.10	 5.41	40.00	21.45	-0.37	 0.46	10.281	 0.021	 9.628	 0.022	 9.387	 0.017
072.599700	+17.202663	     573	072.5997000	+17.2026631	 98.74	 -30.46	23.88	 6.03	40.51	20.48	 1.11	 1.26	 6.002	 0.018	 5.725	 0.023	 5.666	 0.020
072.640895	+15.083450	     574	072.6408953	+15.0834503	 85.54	 -21.77	20.93	 4.79	40.75	19.98	 0.69	 1.19	 6.439	 0.027	 6.133	 0.033	 6.044	 0.020
072.678736	+19.304236	     575	072.6787356	+19.3042356	 82.53	 -42.82	20.96	 5.03	40.24	20.99	-1.21	 0.18	12.181	 0.021	11.574	 0.022	11.293	 0.020
072.702263	+16.210450	     576	072.7022631	+16.2104500	 82.19	 -26.65	20.30	 5.37	40.66	20.18	 0.18	 1.30	 6.321	 0.029	 6.146	 0.020	 6.061	 0.016
072.747815	-00.139656	     577	072.7478150	-00.1396561	 87.07	  26.71	21.76	14.24	40.83	19.83	 0.53	 0.21	11.858	 0.024	11.185	 0.024	10.953	 0.023
072.760119	+14.971309	     578	072.7601194	+14.9713094	 95.34	 -21.21	23.24	 5.55	40.80	19.88	 1.24	 0.67	 8.796	 0.027	 8.145	 0.026	 7.967	 0.020
072.802223	+11.068024	     579	072.8022228	+11.0680239	 87.44	  -9.42	21.63	 6.38	41.10	19.26	 0.67	 1.40	 5.710	 0.030	 5.523	 0.036	 5.436	 0.016
072.807787	+08.200746	     580	072.8077867	+08.2007464	 93.26	  -9.56	23.24	 8.58	41.19	19.08	-1.28	 0.17	12.082	 0.022	11.488	 0.031	11.190	 0.020
072.843591	+18.839857	     581	072.8435914	+18.8398572	 78.72	 -34.27	19.61	 6.82	40.36	20.76	-0.02	 2.04	 4.972	 0.264	 4.566	 0.036	 4.492	 0.016
072.846735	+15.433468	     582	072.8467347	+15.4334675	 68.04	 -17.08	16.67	14.60	40.79	19.92	 1.05	 1.26	 6.930	 0.032	 6.686	 0.017	 6.671	 0.021
072.889912	+14.286373	     583	072.8899122	+14.2863728	 55.53	 -17.69	14.03	25.66	40.91	19.66	-0.97	 0.88	 8.960	 0.024	 8.424	 0.020	 8.288	 0.015
072.954948	+17.273721	     584	072.9549481	+17.2737208	 73.44	 -24.77	18.11	10.17	40.61	20.27	 0.74	 0.73	 9.015	 0.020	 8.431	 0.021	 8.279	 0.018
072.958285	+13.655152	     585	072.9582850	+13.6551517	106.80	 -17.48	26.22	 9.46	40.98	19.51	 1.48	 1.41	 5.235	 0.029	 5.030	 0.018	 4.941	 0.015
072.988535	+09.281442	     586	072.9885350	+09.2814422	 90.96	  -3.84	22.71	 7.74	41.22	18.99	 0.66	 0.19	11.965	 0.023	11.343	 0.030	11.079	 0.018
073.098040	+18.996916	     587	073.0980397	+18.9969161	 76.05	 -31.76	18.92	 8.41	40.42	20.65	 0.49	 0.85	 8.375	 0.027	 7.885	 0.027	 7.742	 0.020
073.099419	+10.719416	     588	073.0994186	+10.7194158	 67.54	  -7.03	16.92	14.88	41.21	19.02	 0.54	 0.65	 9.633	 0.021	 8.973	 0.023	 8.772	 0.022
073.198172	+22.647259	     590	073.1981722	+22.6472589	 76.45	 -43.38	19.15	 9.20	39.83	21.76	 0.28	 0.70	 9.073	 0.020	 8.462	 0.024	 8.293	 0.017
073.487501	+09.266333	     592	073.4875006	+09.2663328	 91.36	  -3.29	23.23	 8.23	41.39	18.64	 0.81	 0.25	11.308	 0.023	10.742	 0.029	10.445	 0.026
073.633081	-11.914032	     593	073.6330811	-11.9140322	110.09	  89.34	29.27	23.54	39.17	22.93	 1.09	 0.81	 7.607	 0.023	 7.097	 0.038	 6.956	 0.021
073.657460	+09.409081	     594	073.6574603	+09.4090808	 75.75	  -8.76	19.51	 9.60	41.44	18.52	-0.54	 0.27	11.541	 0.026	11.026	 0.034	10.720	 0.022
073.683791	+19.680899	     595	073.6837911	+19.6808994	 88.12	 -41.30	22.51	 5.79	40.50	20.50	 0.28	 0.46	10.163	 0.021	 9.491	 0.022	 9.277	 0.017
073.743173	+19.485387	     596	073.7431733	+19.4853869	 62.88	 -28.76	16.06	17.18	40.55	20.40	 0.37	 1.72	 5.736	 0.026	 5.658	 0.017	 5.623	 0.018
073.811882	+21.364000	     597	073.8118825	+21.3640000	 61.07	 -41.05	16.57	15.77	40.26	20.97	-1.81	 0.24	12.169	 0.021	11.552	 0.022	11.263	 0.018
073.944435	+21.247301	     599	073.9444347	+21.2473006	 73.25	 -34.67	18.39	10.61	40.32	20.85	 1.31	 0.26	11.777	 0.020	11.136	 0.022	10.892	 0.018
073.954436	+24.362720	     600	073.9544358	+24.3627203	 74.35	 -50.22	19.35	10.05	39.71	21.98	-0.05	 0.37	10.934	 0.021	10.355	 0.023	10.092	 0.019
074.025535	+21.897986	     601	074.0255353	+21.8979856	 66.37	 -38.71	17.32	13.67	40.22	21.03	-0.05	 0.16	12.877	 0.023	12.282	 0.024	11.994	 0.023
074.069548	+21.367193	     602	074.0695478	+21.3671928	 75.38	 -39.27	19.34	 8.73	40.33	20.82	 0.64	 0.35	11.138	 0.022	10.504	 0.021	10.247	 0.017
074.252818	+13.912351	     604	074.2528178	+13.9123506	 67.15	 -23.20	17.99	11.36	41.37	18.68	-1.28	 0.78	 8.762	 0.026	 8.266	 0.024	 8.119	 0.017
074.327014	+21.602344	     605	074.3270136	+21.6023442	 56.84	 -38.22	15.61	19.45	40.36	20.76	-1.42	 0.25	12.205	 0.021	11.630	 0.021	11.331	 0.018
074.364818	+13.945213	     606	074.3648175	+13.9452128	 68.46	 -22.06	18.31	10.60	41.40	18.61	-0.83	 0.24	11.920	 0.023	11.340	 0.028	11.081	 0.021
074.443532	+16.472305	     607	074.4435317	+16.4723050	 60.04	 -19.48	15.63	18.85	41.17	19.12	 0.89	 0.37	11.438	 0.026	10.848	 0.030	10.589	 0.019
074.456275	+14.002190	     608	074.4562753	+14.0021897	 70.50	 -17.95	18.58	 9.99	41.42	18.56	 0.40	 1.02	 7.569	 0.019	 7.268	 0.055	 7.235	 0.017
074.490792	+14.451987	     609	074.4907919	+14.4519867	 69.47	 -26.11	18.84	 9.33	41.39	18.62	-1.33	 0.32	11.304	 0.026	10.707	 0.031	10.459	 0.022
074.557081	-02.774111	     611	074.5570811	-02.7741114	 67.90	  20.14	17.40	21.74	41.12	19.21	-1.85	 0.24	12.056	 0.022	11.440	 0.022	11.166	 0.023
074.592708	+19.317143	     612	074.5927083	+19.3171428	 73.67	 -39.77	19.99	 7.35	40.82	19.84	-0.71	 0.15	12.677	 0.022	12.113	 0.025	11.815	 0.021
074.659007	+16.222433	     614	074.6590067	+16.2224333	 69.99	 -26.31	18.74	 9.44	41.26	18.92	-0.08	 0.23	11.980	 0.024	11.320	 0.030	11.084	 0.026
074.762999	+12.262504	     615	074.7629986	+12.2625039	 84.83	 -15.92	22.67	 7.16	41.65	18.05	 0.40	 0.20	11.838	 0.023	11.225	 0.023	10.948	 0.016
074.821179	+06.430893	     616	074.8211786	+06.4308928	 62.94	  -1.37	16.91	17.30	41.83	17.63	-0.91	 0.90	 8.559	 0.030	 7.947	 0.042	 7.793	 0.027
074.832584	+10.386009	     617	074.8325842	+10.3860086	 74.71	  -4.02	19.90	 9.14	41.77	17.77	 1.42	 0.50	10.186	 0.024	 9.528	 0.030	 9.295	 0.022
074.934677	+15.916733	     618	074.9346767	+15.9167325	 85.86	 -29.77	23.08	 6.62	41.38	18.66	 0.29	 1.36	 5.856	 0.024	 5.694	 0.033	 5.645	 0.016
075.013725	+15.914769	     621	075.0137253	+15.9147686	 83.51	 -33.35	22.90	 6.55	41.40	18.61	-0.55	 0.20	11.800	 0.023	11.211	 0.031	10.926	 0.022
075.049785	+05.855492	     622	075.0497850	+05.8554922	 69.17	   9.72	18.88	13.30	41.89	17.48	 1.50	 0.34	11.236	 0.024	10.625	 0.022	10.367	 0.021
075.203696	+04.733114	     623	075.2036956	+04.7331139	 73.43	  10.69	20.16	12.43	41.91	17.43	 0.76	 0.85	 8.113	 0.023	 7.692	 0.036	 7.589	 0.026
079.367010	+11.790765	     673	079.3670097	+11.7907647	 53.05	  -9.49	17.30	16.31	42.93	14.73	 1.07	 0.63	 9.699	 0.022	 9.028	 0.031	 8.853	 0.020
075.230064	+18.807386	     624	075.2300636	+18.8073864	 78.58	 -45.02	22.21	 6.52	41.09	19.29	-1.25	 0.19	12.053	 0.022	11.420	 0.020	11.118	 0.019
075.316679	+16.144668	     625	075.3166789	+16.1446678	 51.18	 -19.78	14.08	25.91	41.46	18.47	-0.08	 0.23	12.567	 0.021	12.000	 0.023	11.708	 0.018
075.400154	+13.933006	     628	075.4001542	+13.9330064	 87.30	 -19.97	23.67	 7.70	41.71	17.90	 1.02	 0.68	 8.754	 0.021	 8.104	 0.017	 7.918	 0.020
075.406939	+12.416389	     629	075.4069394	+12.4163886	 70.98	 -15.12	19.52	 9.16	41.83	17.62	 0.21	 0.80	 8.720	 0.021	 8.113	 0.029	 7.869	 0.024
075.701594	+13.632706	     630	075.7015944	+13.6327056	 61.02	 -15.66	16.93	15.09	41.82	17.64	 0.41	 0.17	12.766	 0.021	12.176	 0.021	11.876	 0.019
075.773947	+21.589962	     632	075.7739469	+21.5899619	 68.88	 -41.05	19.06	10.22	40.78	19.94	 0.39	 2.27	 4.333	 0.320	 4.375	 0.208	 4.245	 0.021
075.776318	+19.678787	     633	075.7763181	+19.6787872	 60.05	 -36.81	17.32	13.86	41.11	19.25	-1.03	 0.18	12.662	 0.023	12.049	 0.022	11.754	 0.020
075.781908	+13.730671	     635	075.7819081	+13.7306706	 66.48	 -17.88	18.54	10.86	41.84	17.60	 0.30	 1.00	 7.629	 0.032	 7.303	 0.018	 7.226	 0.027
075.886161	+18.147898	     637	075.8861614	+18.1478978	 67.92	 -33.41	19.21	 9.26	41.37	18.68	-0.19	 0.18	12.434	 0.021	11.858	 0.022	11.547	 0.020
075.928854	+17.153731	     638	075.9288542	+17.1537314	 50.28	 -24.94	14.48	24.21	41.51	18.35	-0.88	 0.59	10.342	 0.026	 9.704	 0.024	 9.490	 0.020
076.418241	+06.465176	     640	076.4182408	+06.4651756	 69.92	   3.68	20.16	11.90	42.30	16.46	 0.42	 0.87	 8.127	 0.027	 7.631	 0.031	 7.518	 0.021
076.574952	+17.816413	     641	076.5749525	+17.8164131	 63.50	 -32.44	18.62	10.82	41.60	18.15	-0.40	 1.03	 7.514	 0.018	 7.216	 0.046	 7.128	 0.017
076.791852	+13.269786	     642	076.7918517	+13.2697864	 66.12	 -22.31	19.65	 9.59	42.16	16.82	-0.82	 0.25	11.756	 0.027	11.130	 0.030	10.839	 0.019
076.895663	+14.653926	     643	076.8956631	+14.6539256	 67.10	 -27.57	20.13	 8.73	42.06	17.05	-0.93	 0.46	10.416	 0.032	 9.800	 0.036	 9.524	 0.023
076.897053	+18.692724	     644	076.8970525	+18.6927244	 53.39	 -26.90	15.54	20.19	41.56	18.24	 0.40	 0.75	 9.276	 0.022	 8.696	 0.023	 8.565	 0.017
077.055567	+21.990246	     645	077.0555667	+21.9902458	 48.47	 -39.77	15.28	21.72	41.04	19.38	-1.68	 0.64	 9.908	 0.024	 9.234	 0.023	 9.037	 0.017
077.262668	+12.964184	     646	077.2626681	+12.9641844	 74.88	 -20.15	22.37	 8.49	42.31	16.43	 0.13	 0.93	 7.640	 0.024	 7.181	 0.040	 7.084	 0.018
077.315787	+19.572499	     647	077.3157869	+19.5724986	 45.41	 -26.29	13.59	29.12	41.54	18.30	 0.08	 0.53	10.797	 0.022	10.180	 0.022	 9.943	 0.017
077.331846	+09.829579	     648	077.3318461	+09.8295789	 65.43	  -7.69	19.62	11.24	42.51	15.92	 0.22	 1.91	 4.965	 0.026	 4.929	 0.023	 4.861	 0.023
077.418304	+08.214036	     649	077.4183036	+08.2140356	 54.60	  -5.89	16.51	18.70	42.57	15.74	-0.81	 0.51	10.526	 0.024	 9.929	 0.026	 9.653	 0.020
077.437883	+28.030465	     650	077.4378833	+28.0304653	 55.50	 -58.91	17.50	17.10	39.76	21.90	-0.96	 1.77	 5.545	 0.019	 5.484	 0.020	 5.427	 0.016
077.439470	+28.033623	     651	077.4394697	+28.0336228	 57.24	 -58.90	17.77	16.49	39.76	21.90	-0.62	 1.09	 7.366	 0.020	 7.037	 0.020	 6.953	 0.017
077.561699	-14.632704	     652	077.5616994	-14.6327039	 60.89	  61.48	18.51	29.44	39.61	22.16	 0.03	 0.18	12.577	 0.022	11.986	 0.023	11.632	 0.022
077.601829	+10.417999	     653	077.6018286	+10.4179986	 54.96	  -7.05	16.63	17.66	42.55	15.79	 0.53	 0.68	 9.492	 0.027	 8.847	 0.029	 8.683	 0.021
077.735618	+13.122021	     656	077.7356178	+13.1220214	 63.75	 -26.65	20.17	 9.64	42.42	16.14	-1.79	 0.39	10.800	 0.027	10.155	 0.029	 9.923	 0.020
077.787024	+17.574066	     657	077.7870239	+17.5740664	 45.31	 -24.26	14.07	26.79	41.96	17.32	-0.39	 0.40	11.497	 0.026	10.895	 0.030	10.620	 0.018
077.790447	+15.815943	     658	077.7904469	+15.8159428	 57.94	 -24.53	17.79	13.48	42.18	16.77	 0.00	 0.79	 8.974	 0.018	 8.277	 0.024	 8.102	 0.017
077.981143	+05.716073	     660	077.9811425	+05.7160733	 44.85	   6.82	13.97	29.54	42.72	15.33	 1.36	 0.89	 8.822	 0.041	 8.415	 0.031	 8.245	 0.034
078.066662	+05.369659	     661	078.0666617	+05.3696586	 50.30	   5.49	15.68	22.85	42.74	15.29	 0.45	 0.28	12.001	 0.024	11.406	 0.027	11.108	 0.019
078.100345	+18.402400	     662	078.1003453	+18.4024003	 64.92	 -38.55	20.55	 9.09	41.92	17.41	-0.50	 0.61	 9.470	 0.026	 8.954	 0.040	 8.597	 0.029
078.529510	+29.277221	     663	078.5295103	+29.2772211	 67.32	 -69.42	20.77	13.56	39.67	22.06	 0.63	 0.35	10.880	 0.021	10.257	 0.022	10.035	 0.018
078.598514	+20.531555	     664	078.5985144	+20.5315547	 56.86	 -38.20	18.11	13.50	41.70	17.93	 0.07	 0.33	11.312	 0.029	10.773	 0.040	10.498	 0.030
078.807910	+29.288987	     665	078.8079103	+29.2889872	 51.51	 -56.76	16.55	20.74	39.73	21.95	 0.09	 0.23	12.242	 0.022	11.587	 0.022	11.353	 0.017
078.859004	+11.018876	     666	078.8590036	+11.0188758	 53.15	  -6.94	16.93	17.22	42.85	14.96	 1.12	 0.32	11.590	 0.024	11.023	 0.033	10.720	 0.023
078.877929	+17.431696	     667	078.8779294	+17.4316958	 54.26	 -30.33	17.76	14.15	42.25	16.59	-0.33	 0.17	12.629	 0.023	12.050	 0.021	11.757	 0.018
078.946747	-12.365349	     668	078.9467472	-12.3653492	 76.41	  84.95	26.53	24.17	40.56	20.37	 1.34	 1.06	 6.820	 0.027	 6.400	 0.031	 6.280	 0.033
079.066009	+09.446609	     669	079.0660094	+09.4466092	 51.09	 -12.59	16.96	17.77	42.97	14.62	-1.66	 0.36	11.351	 0.022	10.692	 0.027	10.467	 0.018
079.106379	-00.521602	     670	079.1063789	-00.5216017	 68.69	  29.60	22.84	16.54	42.66	15.51	 0.59	 0.23	11.595	 0.026	10.973	 0.024	10.687	 0.023
079.125774	-09.830689	     671	079.1257739	-09.8306886	 61.76	  57.66	21.00	23.63	41.19	19.06	 0.78	 0.33	11.071	 0.024	10.499	 0.024	10.171	 0.022
080.066654	-04.239435	     675	080.0666539	-04.2394347	 66.16	  42.29	23.12	19.29	42.44	16.10	 0.35	 0.48	 9.952	 0.024	 9.307	 0.022	 9.075	 0.024
080.105925	+11.609816	     676	080.1059250	+11.6098161	 50.06	 -14.22	17.41	16.51	43.12	14.17	-0.34	 1.03	 7.696	 0.023	 7.397	 0.061	 7.302	 0.021
080.354530	+09.636466	     677	080.3545303	+09.6364661	 47.25	  -5.32	16.45	19.83	43.28	13.69	 0.54	 0.80	 8.983	 0.024	 8.370	 0.033	 8.226	 0.023
080.509687	+28.421196	     678	080.5096872	+28.4211961	 62.17	 -66.48	20.71	14.13	40.34	20.81	 1.07	 0.12	13.178	 0.026	12.599	 0.020	12.300	 0.023
080.585633	+30.519337	     679	080.5856331	+30.5193372	 76.47	 -84.84	24.62	15.06	39.74	21.92	 1.72	 0.56	 9.406	 0.022	 8.786	 0.021	 8.526	 0.017
080.793510	-01.697765	     680	080.7935103	-01.6977653	 61.24	  24.95	21.26	18.50	42.94	14.71	-1.02	 0.60	 9.445	 0.024	 8.784	 0.057	 8.600	 0.019
081.093470	+18.052545	     682	081.0934703	+18.0525453	 40.66	 -21.77	14.08	28.10	42.67	15.47	 1.31	 0.37	11.669	 0.022	11.046	 0.022	10.821	 0.018
081.163022	+28.611563	     683	081.1630225	+28.6115633	 65.90	 -92.82	26.08	15.16	40.42	20.66	-1.21	 0.27	11.010	 0.019	10.357	 0.015	10.102	 0.019
081.227621	+07.339805	     684	081.2276208	+07.3398047	 40.80	  -4.46	15.05	25.74	43.52	12.88	-1.05	 0.64	 9.868	 0.023	 9.290	 0.033	 9.112	 0.020
081.284382	-02.203000	     685	081.2843822	-02.2030000	 43.02	  24.50	16.12	26.92	42.99	14.55	 0.38	 0.33	11.645	 0.024	11.084	 0.022	10.743	 0.019
081.362511	+21.068830	     686	081.3625114	+21.0688300	 39.51	 -40.47	16.02	20.86	42.22	16.65	-1.68	 0.65	 9.781	 0.020	 9.122	 0.022	 8.913	 0.018
081.565457	+00.562909	     687	081.5654569	+00.5629089	 54.02	  22.22	20.51	17.92	43.34	13.50	 0.38	 0.23	11.716	 0.022	11.139	 0.022	10.898	 0.019
081.796107	+11.525832	     688	081.7961067	+11.5258325	 38.96	  -5.06	14.23	28.29	43.50	12.94	 1.95	 1.20	 7.418	 0.029	 7.177	 0.055	 7.086	 0.027
082.198086	+01.868773	     689	082.1980861	+01.8687733	 55.67	  25.21	22.60	16.63	43.57	12.72	 1.57	 0.27	11.231	 0.023	10.635	 0.022	10.399	 0.022
082.339057	+11.858611	     690	082.3390575	+11.8586106	 41.06	 -16.52	16.56	20.04	43.60	12.63	-0.94	 0.19	12.561	 0.023	11.968	 0.031	11.690	 0.022
083.036906	+01.640065	     692	083.0369058	+01.6400650	 47.89	  15.12	19.56	18.98	43.73	12.17	-0.31	 0.22	12.024	 0.026	11.420	 0.024	11.100	 0.022
083.126981	+02.648398	     693	083.1269806	+02.6483975	 36.57	  13.22	15.48	27.12	43.81	11.87	 0.89	 1.40	 6.611	 0.019	 6.485	 0.031	 6.370	 0.024
083.226578	-00.789489	     694	083.2265781	-00.7894892	 39.57	  15.16	15.65	28.37	43.56	12.76	-1.37	 0.71	 9.493	 0.022	 8.855	 0.040	 8.702	 0.023
083.634047	+08.734713	     695	083.6340469	+08.7347133	 33.84	  -0.95	14.31	29.50	44.00	11.15	 1.19	 0.38	11.591	 0.027	10.978	 0.023	10.728	 0.021
084.179883	+03.774814	     696	084.1798825	+03.7748142	 33.93	  11.19	15.48	27.17	44.07	10.88	 1.14	 0.34	11.612	 0.024	11.032	 0.022	10.773	 0.019
084.265564	+17.040327	     697	084.2655642	+17.0403269	 42.22	 -33.69	19.43	14.86	43.43	13.17	-0.44	 1.87	 5.062	 0.020	 5.002	 0.024	 4.935	 0.029
084.539883	-09.897279	     698	084.5398828	-09.8972794	 43.17	  61.21	21.64	25.28	42.33	16.37	 1.16	 0.27	11.397	 0.023	10.798	 0.025	10.518	 0.021
084.574670	+35.502581	     699	084.5746697	+35.5025808	 32.12	 -81.84	17.59	24.11	38.75	23.63	-1.86	 0.43	10.837	 0.023	10.248	 0.022	 9.970	 0.018
084.575147	+32.924491	     700	084.5751475	+32.9244906	 32.00	 -64.38	15.45	28.27	39.67	22.05	-0.58	 0.86	 8.731	 0.024	 8.233	 0.020	 8.135	 0.017
084.933350	+05.425053	     702	084.9333497	+05.4250533	 42.17	   6.49	19.98	17.77	44.25	10.11	 0.51	 0.34	11.110	 0.026	10.507	 0.026	10.213	 0.025
085.188866	+13.356733	     703	085.1888661	+13.3567333	 32.62	 -14.95	15.31	25.48	44.01	11.10	 0.53	 0.22	12.513	 0.025	11.895	 0.026	11.622	 0.022
085.303313	+25.486947	     704	085.3033128	+25.4869467	 54.25	 -72.06	24.73	15.52	41.97	17.27	 0.76	 0.17	12.014	 0.021	11.389	 0.023	11.127	 0.018
085.562066	+15.594024	     706	085.5620664	+15.5940236	 32.38	 -20.95	15.53	24.70	43.84	11.76	 0.53	 0.62	 9.910	 0.021	 9.294	 0.021	 9.132	 0.019
